FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,LATITUDE,LONGITUDE,CHEMICAL
TISHOMINGO BUSINESS ENTERPRISES INC TISHOMINGO,1425 HWY 25 N,TISHOMINGO,TISHOMINGO,MS,38873,34.655806,-88.232028,CHROMIUM
WARING OIL CO,630 HWY 80 E,JACKSON,RANKIN,MS,39208,32.280193,-90.170597,ETHYLBENZENE
ABB KUHLMAN,101 KUHLMAN DR,CRYSTAL SPRINGS,COPIAH,MS,39059,31.9889,-90.356964,XYLENE (MIXED ISOMERS)
CATERPILLAR REMANUFACTURING COMPONENTS & WORKTOOLS DIV,501 CARDINAL DR,CORINTH,ALCORN,MS,38834,34.915014,-88.529744,NITRATE COMPOUNDS
CHANNEL CHEMICAL CORP,14373 SEAWAY RD,GULFPORT,HARRISON,MS,39503,30.43433,-89.08086,THIOUREA
NUCOR STEEL JACKSON INC,3630 FOURTH ST,FLOWOOD,RANKIN,MS,392322000,32.312222,-90.138889,ZINC COMPOUNDS
MISSISSIPPI PRECISION CAST PARTS,356 LANGSTON CIR,COLUMBUS,LOWNDES,MS,39701,33.45314,-88.5586,CHROMIUM
KOHLER CO,182 JOHN MERL TATUM INDUSTRIAL DR,HATTIESBURG,FORREST,MS,39401,31.266689,-89.270556,CHROMIUM
KOHLER CO,182 JOHN MERL TATUM INDUSTRIAL DR,HATTIESBURG,FORREST,MS,39401,31.266689,-89.270556,MANGANESE
HART & COOLEY INC,8601 HACKS CROSS RD,OLIVE BRANCH,DESOTO,MS,38654,34.98391,-89.79527,ANTIMONY COMPOUNDS
AXIALL LLC -  PRAIRIE,10068 SUMMIT DR,PRAIRIE,MONROE,MS,39756,33.804336,-88.640433,BARIUM COMPOUNDS
WARING OIL CO,630 HWY 80 E,JACKSON,RANKIN,MS,39208,32.280193,-90.170597,METHYL TERT-BUTYL ETHER
ESCO CORP,9098 EASTSIDE DR EXT.,NEWTON,NEWTON,MS,39345,32.352056,-89.133472,NICKEL COMPOUNDS
PRECISION DELTA CORP,205 FLOYCE ST,RULEVILLE,SUNFLOWER,MS,38771,33.726921,-90.5531,COPPER
STRUCTURAL STEEL SERVICES INC PLANT 1,6210 ST LOUIS ST,MERIDIAN,LAUDERDALE,MS,39307,32.327306,-88.740972,XYLENE (MIXED ISOMERS)
POLYCHEMIE (PORT BIENVILLE PLANT),PORT BIENVILLE INDUSTRIAL PARK RD D,PEARLINGTON,HANCOCK,MS,39572,30.241011,-89.554881,DIMETHYLAMINE
FIRST CHEMICAL CORP,1001 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,39581,30.355,-88.496111,METHANOL
FIRST CHEMICAL CORP,1001 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,39581,30.355,-88.496111,ANILINE
FIRST CHEMICAL CORP,1001 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,39581,30.355,-88.496111,AMMONIA
CALGON CARBON CORP PEARL RIVER PLANT,13121 WEBRE RD,BAY SAINT LOUIS,HANCOCK,MS,39520,30.220611,-89.56675,MERCURY
METAL COATERS,951 PRISOCK RD,JACKSON,HINDS,MS,39272,32.159461,-90.258342,XYLENE (MIXED ISOMERS)
THOMAS WOOD PRESERVING INC,1964 MURFF DR,GRENADA,GRENADA,MS,38901,33.686222,-89.749722,COPPER COMPOUNDS
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,SODIUM NITRITE
HIXSON LUMBER SALES OF MS,627 HOOD RD,HATTIESBURG,FORREST,MS,39401,31.2831,-89.26288,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
SANDERSON PLUMBING PRODUCTS INC,1 TUFFY LN,COLUMBUS,LOWNDES,MS,397013898,33.507222,-88.407506,"1,2,4-TRIMETHYLBENZENE"
SANDERSON PLUMBING PRODUCTS INC,1 TUFFY LN,COLUMBUS,LOWNDES,MS,397013898,33.507222,-88.407506,N-BUTYL ALCOHOL
SANDERSON PLUMBING PRODUCTS INC,1 TUFFY LN,COLUMBUS,LOWNDES,MS,397013898,33.507222,-88.407506,PHENOL
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,METHANOL
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,MANGANESE COMPOUNDS
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,BENZENE
THE SCOTTS CO,550 GULF LINE RD,PEARL,RANKIN,MS,39208,32.2877,-90.124,BIFENTHRIN
THE SCOTTS CO,550 GULF LINE RD,PEARL,RANKIN,MS,39208,32.2877,-90.124,"2,4-D 2-ETHYLHEXYL ESTER"
TRADITIONS MEAL SOLUTIONS,100 VALLEY DR,PEARL,RANKIN,MS,39208,32.27567,-90.06294,AMMONIA
ABB KUHLMAN,101 KUHLMAN DR,CRYSTAL SPRINGS,COPIAH,MS,39059,31.9889,-90.356964,MANGANESE
MARSHALL DURBIN PROCESSING PLANT HATTIESBURG MS,1301 JAMES ST,HATTIESBURG,FORREST,MS,39401,31.306389,-89.277222,PERACETIC ACID
MARSHALL DURBIN PROCESSING PLANT HATTIESBURG MS,1301 JAMES ST,HATTIESBURG,FORREST,MS,39401,31.306389,-89.277222,AMMONIA
HUNT SOUTHLAND REFINING CO - SANDERSVILLE,177 HANEY RD HWY 11 N (2MI N OF SVILLE),HEIDELBERG,JONES,MS,39439,31.814461,-89.008903,BENZENE
HUNT SOUTHLAND REFINING CO - SANDERSVILLE,177 HANEY RD HWY 11 N (2MI N OF SVILLE),HEIDELBERG,JONES,MS,39439,31.814461,-89.008903,"1,2,4-TRIMETHYLBENZENE"
KOCH FARMS OF MISSISSIPPI MORTON FEED MILL,278 HERRING RD,MORTON,SCOTT,MS,39117,32.356554,-89.611254,COPPER COMPOUNDS
AKZO NOBEL COATINGS INC,1000 INDUSTRIAL PARK DR,CLINTON,HINDS,MS,39056,32.361347,-90.362708,METHANOL
JOHNSON CONTROLS INC - HATTIESBURG,77 ACADEMY DR,HATTIESBURG,FORREST,MS,39401,31.269485,-89.250573,TOLUENE
JOHNSON CONTROLS INC - HATTIESBURG,77 ACADEMY DR,HATTIESBURG,FORREST,MS,39401,31.269485,-89.250573,NICKEL
JOHNSON CONTROLS INC - HATTIESBURG,77 ACADEMY DR,HATTIESBURG,FORREST,MS,39401,31.269485,-89.250573,CHROMIUM
TAYLOR MACHINE WORKS INC,650 N CHURCH AVE,LOUISVILLE,WINSTON,MS,39339,33.136944,-89.063056,MANGANESE
TAYLOR MACHINE WORKS INC,650 N CHURCH AVE,LOUISVILLE,WINSTON,MS,39339,33.136944,-89.063056,COPPER
THOMAS & BETTS  CORP,8735 HAMILTON RD,SOUTHAVEN,DESOTO,MS,38671,34.98536,-89.999,ZINC COMPOUNDS
WAYNE FARMS LLC  - LAUREL FEEDMILL,2 HAWKES RD,LAUREL,JONES,MS,39440,31.755833,-89.071389,MANGANESE COMPOUNDS
WAYNE FARMS LLC  - LAUREL FEEDMILL,2 HAWKES RD,LAUREL,JONES,MS,39440,31.755833,-89.071389,COPPER COMPOUNDS
PLATTE CHEMICAL CO,917 PLATTE RD,GREENVILLE,WASHINGTON,MS,38704,33.416667,-91,FOMESAFEN
PLATTE CHEMICAL CO,917 PLATTE RD,GREENVILLE,WASHINGTON,MS,38704,33.416667,-91,MALATHION
PLATTE CHEMICAL CO,917 PLATTE RD,GREENVILLE,WASHINGTON,MS,38704,33.416667,-91,METRIBUZIN
DUPONT DELISLE PLANT,7685 KILN-DELISLE RD,PASS CHRISTIAN,HARRISON,MS,395710430,30.380556,-89.307778,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
DUPONT DELISLE PLANT,7685 KILN-DELISLE RD,PASS CHRISTIAN,HARRISON,MS,395710430,30.380556,-89.307778,POLYCYCLIC AROMATIC COMPOUNDS
DUPONT DELISLE PLANT,7685 KILN-DELISLE RD,PASS CHRISTIAN,HARRISON,MS,395710430,30.380556,-89.307778,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)"""
DUPONT DELISLE PLANT,7685 KILN-DELISLE RD,PASS CHRISTIAN,HARRISON,MS,395710430,30.380556,-89.307778,CHLORINE
DUPONT DELISLE PLANT,7685 KILN-DELISLE RD,PASS CHRISTIAN,HARRISON,MS,395710430,30.380556,-89.307778,ARSENIC COMPOUNDS
ALUMINUM EXTRUSIONS INC,140 MATTHEWS DR,SENATOBIA,TATE,MS,38668,34.612778,-89.989944,CERTAIN GLYCOL ETHERS
TRILOGY COMMUNICATIONS INC,2910 HWY 80 E,PEARL,RANKIN,MS,39208,32.28213,-90.12311,COPPER
AZZ GALVANIZING SERVICES-MOSS POINT,4212 DUTCH BAYOU RD,MOSS POINT,JACKSON,MS,39563,30.43341,-88.54034,ZINC COMPOUNDS
DELTA OIL MILL,100 MILL RD,JONESTOWN,COAHOMA,MS,38639,34.322436,-90.460753,N-HEXANE
ABB KUHLMAN,101 KUHLMAN DR,CRYSTAL SPRINGS,COPIAH,MS,39059,31.9889,-90.356964,COPPER
COLUMBUS ROLL SHOP,1949 AIRPORT RD,COLUMBUS,LOWNDES,MS,39701,33.455275,-88.582951,LEAD COMPOUNDS
PLATTE CHEMICAL CO,917 PLATTE RD,GREENVILLE,WASHINGTON,MS,38704,33.416667,-91,DIAZINON
PLATTE CHEMICAL CO,917 PLATTE RD,GREENVILLE,WASHINGTON,MS,38704,33.416667,-91,THIOPHANATE-METHYL
KOCH FARMS OF MISSISSIPPI MORTON FEED MILL,278 HERRING RD,MORTON,SCOTT,MS,39117,32.356554,-89.611254,MANGANESE COMPOUNDS
MILWAUKEE ELECTRIC TOOL CORP,4355 MILWAUKEE ST,JACKSON,HINDS,MS,39209,32.33754,-90.24267,COPPER
TAYLOR MACHINE WORKS INC,650 N CHURCH AVE,LOUISVILLE,WINSTON,MS,39339,33.136944,-89.063056,NICKEL
CATERPILLAR REMANUFACTURING COMPONENTS & WORKTOOLS DIV,501 CARDINAL DR,CORINTH,ALCORN,MS,38834,34.915014,-88.529744,SODIUM NITRITE
BALDOR ELECTRIC CO,70 INDUSTRIAL PARK ACCESS RD,COLUMBUS,LOWNDES,MS,39701,33.47829,-88.44085,NICKEL
BALDOR ELECTRIC CO,70 INDUSTRIAL PARK ACCESS RD,COLUMBUS,LOWNDES,MS,39701,33.47829,-88.44085,LEAD
UNIFIED BRANDS/GROEN,1055 MENDELL DAVIS DR,JACKSON,HINDS,MS,39272,32.167637,-90.262475,CHROMIUM
THOMAS WOOD PRESERVING INC,1964 MURFF DR,GRENADA,GRENADA,MS,38901,33.686222,-89.749722,ARSENIC COMPOUNDS
COLUMBUS CELLULOSE FIBERS,4335 CARSON RD,COLUMBUS,LOWNDES,MS,39703,33.360815,-88.458046,POLYCYCLIC AROMATIC COMPOUNDS
MUELLER COPPER TUBE CO I NC,404 MUELLER RD,FULTON,ITAWAMBA,MS,38843,34.249722,-88.410561,ZINC COMPOUNDS
TABER EXTRUSIONS LLC,1900 34TH ST,GULFPORT,HARRISON,MS,39501,30.39124,-89.08401,CHLORINE
NAUTIC STAR LLC,500 WATERWAY DR,AMORY,MONROE,MS,38821,33.996667,-88.499306,STYRENE
TAYLOR MACHINE WORKS INC,650 N CHURCH AVE,LOUISVILLE,WINSTON,MS,39339,33.136944,-89.063056,LEAD
HICKORY SPRINGS MANUFACTURING CO,"234 CDF BLVD, LEE INDUSTRIAL PARK",VERONA,LEE,MS,38879,34.162694,-88.706639,TOLUENE DIISOCYANATE (MIXED ISOMERS)
SANDERSON PLUMBING PRODUCTS INC,1 TUFFY LN,COLUMBUS,LOWNDES,MS,397013898,33.507222,-88.407506,ETHYLBENZENE
THE SCOTTS CO,550 GULF LINE RD,PEARL,RANKIN,MS,39208,32.2877,-90.124,NITRATE COMPOUNDS
MUELLER COPPER TUBE CO I NC,404 MUELLER RD,FULTON,ITAWAMBA,MS,38843,34.249722,-88.410561,COPPER
MUELLER COPPER TUBE CO I NC,404 MUELLER RD,FULTON,ITAWAMBA,MS,38843,34.249722,-88.410561,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
SOUTHERN CAST PRODUCTS INC,1010 WILE RD,MERIDIAN,LAUDERDALE,MS,393013644,32.41888,-88.63169,CHROMIUM
R D MORROW SR GENERATING PLANT,304 OLD OKAHOLA SCHOOLHOUSE RD,PURVIS,LAMAR,MS,39475,31.213622,-89.397517,LEAD COMPOUNDS
R D MORROW SR GENERATING PLANT,304 OLD OKAHOLA SCHOOLHOUSE RD,PURVIS,LAMAR,MS,39475,31.213622,-89.397517,"BENZO(G,H,I)PERYLENE"
R D MORROW SR GENERATING PLANT,304 OLD OKAHOLA SCHOOLHOUSE RD,PURVIS,LAMAR,MS,39475,31.213622,-89.397517,ANTIMONY COMPOUNDS
PLATTE CHEMICAL CO,917 PLATTE RD,GREENVILLE,WASHINGTON,MS,38704,33.416667,-91,DIMETHYLAMINE
PLATTE CHEMICAL CO,917 PLATTE RD,GREENVILLE,WASHINGTON,MS,38704,33.416667,-91,DIURON
PLATTE CHEMICAL CO,917 PLATTE RD,GREENVILLE,WASHINGTON,MS,38704,33.416667,-91,XYLENE (MIXED ISOMERS)
PLATTE CHEMICAL CO,917 PLATTE RD,GREENVILLE,WASHINGTON,MS,38704,33.416667,-91,"1,2,4-TRIMETHYLBENZENE"
ERGON REFINING INC,2611 HAINING RD,VICKSBURG,WARREN,MS,39183,32.388369,-90.906375,"BENZO(G,H,I)PERYLENE"
WARING OIL CO,630 HWY 80 E,JACKSON,RANKIN,MS,39208,32.280193,-90.170597,TOLUENE
WARING OIL CO,630 HWY 80 E,JACKSON,RANKIN,MS,39208,32.280193,-90.170597,"1,2,4-TRIMETHYLBENZENE"
KOCH FARMS OF MISSISSIPPI MORTON FEED MILL,278 HERRING RD,MORTON,SCOTT,MS,39117,32.356554,-89.611254,ZINC COMPOUNDS
SEVERSTAL COLUMBUS LLC,1945 AIRPORT RD,COLUMBUS,LOWNDES,MS,39701,33.445,-88.575278,MERCURY COMPOUNDS
SEVERSTAL COLUMBUS LLC,1945 AIRPORT RD,COLUMBUS,LOWNDES,MS,39701,33.445,-88.575278,LITHIUM CARBONATE
SEVERSTAL COLUMBUS LLC,1945 AIRPORT RD,COLUMBUS,LOWNDES,MS,39701,33.445,-88.575278,CADMIUM COMPOUNDS
MISSISSIPPI PHOSPHATES CORP,601 HWY 611,PASCAGOULA,JACKSON,MS,395810848,30.348056,-88.494139,AMMONIA
THE CALVERT CO,120 AZTEC DR,RICHLAND,RANKIN,MS,39218,32.2238,-90.16333,COPPER
WARING OIL CO,431 PORT TERMINAL CIR,VICKSBURG,WARREN,MS,39183,32.38865,-90.88375,N-HEXANE
WARING OIL CO,431 PORT TERMINAL CIR,VICKSBURG,WARREN,MS,39183,32.38865,-90.88375,BENZENE
HOOD INDUSTRIES INC,1945 S FIRST ST,WIGGINS,STONE,MS,39577,30.826403,-89.124461,LEAD COMPOUNDS
BATESVILLE MANUFACTURING INC,310 CROWN RD,BATESVILLE,PANOLA,MS,38606,34.342083,-89.91725,"1,2,4-TRIMETHYLBENZENE"
TECUMSEH PRODUCTS CO,5424 HWY 145 S,VERONA,LEE,MS,38879,34.161889,-88.708444,LEAD
SEVERSTAL COLUMBUS LLC,1945 AIRPORT RD,COLUMBUS,LOWNDES,MS,39701,33.445,-88.575278,COPPER COMPOUNDS
SEVERSTAL COLUMBUS LLC,1945 AIRPORT RD,COLUMBUS,LOWNDES,MS,39701,33.445,-88.575278,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
MISSISSIPPI PHOSPHATES CORP,601 HWY 611,PASCAGOULA,JACKSON,MS,395810848,30.348056,-88.494139,VANADIUM COMPOUNDS
MISSISSIPPI PHOSPHATES CORP,601 HWY 611,PASCAGOULA,JACKSON,MS,395810848,30.348056,-88.494139,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)"""
R D MORROW SR GENERATING PLANT,304 OLD OKAHOLA SCHOOLHOUSE RD,PURVIS,LAMAR,MS,39475,31.213622,-89.397517,MANGANESE COMPOUNDS
MISSISSIPPI PHOSPHATES CORP,601 HWY 611,PASCAGOULA,JACKSON,MS,395810848,30.348056,-88.494139,POLYCHLORINATED BIPHENYLS
R D MORROW SR GENERATING PLANT,304 OLD OKAHOLA SCHOOLHOUSE RD,PURVIS,LAMAR,MS,39475,31.213622,-89.397517,POLYCYCLIC AROMATIC COMPOUNDS
PRECOAT METALS,1095 MENDELL DAVIS DR,JACKSON,HINDS,MS,39272,32.166686,-90.262797,NAPHTHALENE
ERGON REFINING INC,2611 HAINING RD,VICKSBURG,WARREN,MS,39183,32.388369,-90.906375,MERCURY
ERGON REFINING INC,2611 HAINING RD,VICKSBURG,WARREN,MS,39183,32.388369,-90.906375,AMMONIA
ROLLS-ROYCE NAVAL MARINE INC,3719 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,39581,30.37557,-88.50077,COPPER
FLEXSTEEL INDUSTRIES INC,212 INDUSTRIAL PARK RD,STARKVILLE,OKTIBBEHA,MS,39759,33.4444,-88.8375,TOLUENE
ERGON REFINING INC,2611 HAINING RD,VICKSBURG,WARREN,MS,39183,32.388369,-90.906375,NICKEL COMPOUNDS
ERGON REFINING INC,2611 HAINING RD,VICKSBURG,WARREN,MS,39183,32.388369,-90.906375,NAPHTHALENE
ROSEBURG TAYLORSVILLE PARTICLEBOARD,105F SCR 25,TAYLORSVILLE,SMITH,MS,39168,31.83524,-89.46951,METHANOL
AUTO PARTS MANUFACTURING MISSISSIPPI INC,100 TAB WAY,GUNTOWN,LEE,MS,38849,34.468861,-88.667583,NITRIC ACID
TYSON FARMS INC - NESHOBA COUNTY FEED MILL,1300 RD 2219,UNION,NESHOBA,MS,39365,32.590694,-89.1305,COPPER COMPOUNDS
SANDERSON FARMS INC,28163 HWY 28E,HAZLEHURST,COPIAH,MS,39083,31.876111,-90.380556,HYDROGEN SULFIDE
SOUTHERN HENS INC,329 MOSELLE-SEMINARY RD,MOSELLE,JONES,MS,39459,31.524389,-89.307172,AMMONIA
SOUTHERN HENS INC,329 MOSELLE-SEMINARY RD,MOSELLE,JONES,MS,39459,31.524389,-89.307172,CHLORINE
FXI INC,154 LIPFORD RD,VERONA,LEE,MS,38879,34.19303,-88.7255,TOLUENE DIISOCYANATE (MIXED ISOMERS)
USG INTERIORS,850 N BROADWAY,GREENVILLE,WASHINGTON,MS,38701,33.421575,-91.050233,LEAD
ANDERSON TULLY LUMBER CO WALTERSVILLE LUMBER MILL,1725 N WASHINGTON ST,VICKSBURG,WARREN,MS,39183,32.377778,-90.869467,LEAD
ANDERSON TULLY LUMBER CO WALTERSVILLE LUMBER MILL,1725 N WASHINGTON ST,VICKSBURG,WARREN,MS,39183,32.377778,-90.869467,CERTAIN GLYCOL ETHERS
KIOR COLUMBUS LLC,600 INDUSTRIAL PARK ACCESS RD,COLUMBUS,LOWNDES,MS,39701,33.471611,-88.436582,CYCLOHEXANE
KIOR COLUMBUS LLC,600 INDUSTRIAL PARK ACCESS RD,COLUMBUS,LOWNDES,MS,39701,33.471611,-88.436582,MOLYBDENUM TRIOXIDE
HEARTLAND CATFISH,55001 U.S. HWY 82 W,ITTA BENA,LEFLORE,MS,38941,33.5275,-90.301667,"1,2,4-TRIMETHYLBENZENE"
HOMAN INDUSTRIES,105 HOMAN RD,FULTON,ITAWAMBA,MS,38843,34.237111,-88.403861,COPPER COMPOUNDS
ESCO CORP,9098 EASTSIDE DR EXT.,NEWTON,NEWTON,MS,39345,32.352056,-89.133472,SEC-BUTYL ALCOHOL
ESCO CORP,9098 EASTSIDE DR EXT.,NEWTON,NEWTON,MS,39345,32.352056,-89.133472,CERTAIN GLYCOL ETHERS
HALTER MOSS POINT,5801 ELDEN FERRY RD,MOSS POINT,JACKSON,MS,39563,30.42562,-88.5244,COPPER COMPOUNDS
FXI INC,154 LIPFORD RD,VERONA,LEE,MS,38879,34.19303,-88.7255,DIETHANOLAMINE
CARPENTER CO,184 LIPFORD RD,VERONA,LEE,MS,38879,34.192205,-88.725422,"TOLUENE-2,4-DIISOCYANATE"
CATERPILLAR REMANUFACTURING COMPONENTS & WORKTOOLS DIV,100 CATERPILLAR DR,BOONEVILLE,PRENTISS,MS,38829,34.68175,-88.528944,CERTAIN GLYCOL ETHERS
FIRST CHEMICAL CORP,1001 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,39581,30.355,-88.496111,NITROBENZENE
FIRST CHEMICAL CORP,1001 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,39581,30.355,-88.496111,BENZENE
US TVA MAGNOLIA COMBINED CYCLE PLANT,352 HWY 4 W,ASHLAND,BENTON,MS,38603,34.810806,-89.239083,AMMONIA
TECUMSEH PRODUCTS CO,5424 HWY 145 S,VERONA,LEE,MS,38879,34.161889,-88.708444,MANGANESE
TOYOTA MOTOR MANUFACTURING MISSISSIPPI INC,1200 MAGNOLIA WAY,BLUE SPRINGS,UNION,MS,38828,34.376944,-88.895,NAPHTHALENE
TOYOTA MOTOR MANUFACTURING MISSISSIPPI INC,1200 MAGNOLIA WAY,BLUE SPRINGS,UNION,MS,38828,34.376944,-88.895,CERTAIN GLYCOL ETHERS
DREXEL CHEMICAL CO,TUNICA INDUSTRIAL PARK PO BOX 1096,TUNICA,TUNICA,MS,38676,34.652222,-90.382472,AMETRYN
HIXSON LUMBER SALES OF MS,627 HOOD RD,HATTIESBURG,FORREST,MS,39401,31.2831,-89.26288,ARSENIC COMPOUNDS
SANDERSON PLUMBING PRODUCTS INC,1 TUFFY LN,COLUMBUS,LOWNDES,MS,397013898,33.507222,-88.407506,XYLENE (MIXED ISOMERS)
THE SCOTTS CO,550 GULF LINE RD,PEARL,RANKIN,MS,39208,32.2877,-90.124,AMMONIA
THE SCOTTS CO,550 GULF LINE RD,PEARL,RANKIN,MS,39208,32.2877,-90.124,MANGANESE COMPOUNDS
THE SCOTTS CO,550 GULF LINE RD,PEARL,RANKIN,MS,39208,32.2877,-90.124,ZINC COMPOUNDS
BILTRITE RIPLEY OPS LLC,16310 HWY 15 N,RIPLEY,TIPPAH,MS,38663,34.7864,-88.928631,ZINC COMPOUNDS
US NAVY CAMP KELLER SMALL ARMS RANGE,16410 HWY 67,BILOXI,HARRISON,MS,39532,30.522354,-88.983804,LEAD
SANDERSON FARMS INC,3976 HWY 49,COLLINS,COVINGTON,MS,39428,31.675762,-89.591678,MANGANESE COMPOUNDS
MONOTECH OF MISSISSIPPI,27 CR 342,IUKA,TISHOMINGO,MS,38852,34.953034,-88.250293,NICKEL
MONOTECH OF MISSISSIPPI,27 CR 342,IUKA,TISHOMINGO,MS,38852,34.953034,-88.250293,COPPER
WATER WAY INC,751 COUNTY RD 989 BLDG 1010,IUKA,TISHOMINGO,MS,38852,34.956953,-88.205289,STYRENE
SANDERSON FARMS INC,3976 HWY 49,COLLINS,COVINGTON,MS,39428,31.675762,-89.591678,COPPER COMPOUNDS
CHAMPION TECHNOLOGIES INC,3870 HWY 84 E,LAUREL,WAYNE,MS,39443,31.70656,-88.94009,CERTAIN GLYCOL ETHERS
CHAMPION TECHNOLOGIES INC,3870 HWY 84 E,LAUREL,WAYNE,MS,39443,31.70656,-88.94009,TOLUENE
KEMIRA CHEMICALS INC,10930 DARRACOTT RD,ABERDEEN,MONROE,MS,39730,33.803361,-88.541139,ACRYLAMIDE
MONOTECH OF MISSISSIPPI,27 CR 342,IUKA,TISHOMINGO,MS,38852,34.953034,-88.250293,MANGANESE
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,BARIUM COMPOUNDS
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)"""
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,CHLOROMETHANE
HEARTLAND CATFISH,55001 U.S. HWY 82 W,ITTA BENA,LEFLORE,MS,38941,33.5275,-90.301667,N-HEXANE
ROSEBURG TAYLORSVILLE PARTICLEBOARD,105F SCR 25,TAYLORSVILLE,SMITH,MS,39168,31.83524,-89.46951,LEAD COMPOUNDS
SABIC INNOVATIVE PLASTICS US LLC,3531 PORT & HARBOR DR,BAY SAINT LOUIS,HANCOCK,MS,39520,30.236944,-89.511111,METHYL METHACRYLATE
RAIN CII CARBON LLC - PURVIS CALCINING PLANT,863 OLD RICHBURG RD,PURVIS,LAMAR,MS,39475,31.1803,-89.386117,LEAD COMPOUNDS
CHOCTAW GENERATION LP LLLP,2391 PENSACOLA RD,ACKERMAN,CHOCTAW,MS,39735,33.383056,-89.208914,DIOXIN AND DIOXIN-LIKE COMPOUNDS
KLOECKNER METALS CORP,720 N CHURCH AVE,LOUISVILLE,WINSTON,MS,39339,33.143083,-89.073694,CHROMIUM
ESCO CORP,9098 EASTSIDE DR EXT.,NEWTON,NEWTON,MS,39345,32.352056,-89.133472,NAPHTHALENE
ESCO CORP,9098 EASTSIDE DR EXT.,NEWTON,NEWTON,MS,39345,32.352056,-89.133472,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
ESCO CORP,9098 EASTSIDE DR EXT.,NEWTON,NEWTON,MS,39345,32.352056,-89.133472,MOLYBDENUM TRIOXIDE
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,CYANIDE COMPOUNDS
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,CARBON DISULFIDE
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,BENZENE
PRECISION DELTA CORP,205 FLOYCE ST,RULEVILLE,SUNFLOWER,MS,38771,33.726921,-90.5531,LEAD COMPOUNDS
HERITAGE HOME GROUP LLC - BELDEN,3301 ADAMS FARM RD,BELDEN,LEE,MS,38826,34.307556,-88.777639,LEAD COMPOUNDS
THERMO-KOOL,723 E 21ST ST,LAUREL,JONES,MS,39440,31.715994,-89.115889,DIISOCYANATES
RAIN CII CARBON LLC - PURVIS CALCINING PLANT,863 OLD RICHBURG RD,PURVIS,LAMAR,MS,39475,31.1803,-89.386117,MERCURY COMPOUNDS
RAIN CII CARBON LLC - PURVIS CALCINING PLANT,863 OLD RICHBURG RD,PURVIS,LAMAR,MS,39475,31.1803,-89.386117,"BENZO(G,H,I)PERYLENE"
MGC TERMINAL LLC,101 65TH AVE,MERIDIAN,LAUDERDALE,MS,39307,32.35265,-88.74441,XYLENE (MIXED ISOMERS)
MGC TERMINAL LLC,101 65TH AVE,MERIDIAN,LAUDERDALE,MS,39307,32.35265,-88.74441,TOLUENE
MARSHALL DURBIN COS FEED MILL,201 MARSHALL DURBIN DR,WAYNESBORO,WAYNE,MS,39367,31.647806,-88.628333,COPPER COMPOUNDS
MISSISSIPPI POWER CO - PLANT DANIEL,13201 HWY 63 N,MOSS POINT,JACKSON,MS,39562,30.530331,-88.556208,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)"""
