FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,LATITUDE,LONGITUDE,CHEMICAL
PLATTE CHEMICAL CO,917 PLATTE RD,GREENVILLE,WASHINGTON,MS,38704,33.416667,-91,BIFENTHRIN
PLATTE CHEMICAL CO,917 PLATTE RD,GREENVILLE,WASHINGTON,MS,38704,33.416667,-91,3-IODO-2-PROPYNYL BUTYLCARBAMATE
MASTER-BILT PRODUCTS,"908 HWY 15, N",NEW ALBANY,UNION,MS,38652,34.542792,-88.990008,DIISOCYANATES
REXAM BEVERAGE CAN CO RE: OLIVE BRANCH FACILITY,10800 MARINA DR,OLIVE BRANCH,DESOTO,MS,38654,34.9881,-89.79998,HYDROGEN FLUORIDE
REXAM BEVERAGE CAN CO RE: OLIVE BRANCH FACILITY,10800 MARINA DR,OLIVE BRANCH,DESOTO,MS,38654,34.9881,-89.79998,LEAD
ALLIED UNIVERSAL CORP,30 NEIL GUNN DR,ELLISVILLE,JONES,MS,39437,31.563089,-89.234515,CHLORINE
ADVANCED URETHANE TECHNOLOGIES,485 INDUSTRIAL DR,COLDWATER,TATE,MS,38618,34.816321,-89.981276,TOLUENE DIISOCYANATE (MIXED ISOMERS)
SANDERSON FARMS INC,1111 N FIR AVE,COLLINS,COVINGTON,MS,39428,31.650556,-89.566389,HYDROGEN SULFIDE
TISHOMINGO BUSINESS ENTERPRISES INC TISHOMINGO,1425 HWY 25 N,TISHOMINGO,TISHOMINGO,MS,38873,34.655806,-88.232028,LEAD
HOWARD INDUSTRIES INC,580 EASTVIEW DR,SANDERSVILLE,JONES,MS,39443,31.733665,-89.083672,MANGANESE COMPOUNDS
KIOR COLUMBUS LLC,600 INDUSTRIAL PARK ACCESS RD,COLUMBUS,LOWNDES,MS,39701,33.471611,-88.436582,TOLUENE
KIOR COLUMBUS LLC,600 INDUSTRIAL PARK ACCESS RD,COLUMBUS,LOWNDES,MS,39701,33.471611,-88.436582,FORMALDEHYDE
TRUE TEMPER SPORTS INC,HWY 25,AMORY,MONROE,MS,38821,33.973344,-88.485389,LEAD COMPOUNDS
GEO SPECIALTY CHEMICALS INC CENTREVILLE PLANT,700 HWY 33 S,CENTREVILLE,WILKINSON,MS,39631,31.071083,-91.079944,DIMETHYLAMINE
TRINITY HIGHWAY PRODUCTS LLC PLT 1533,2361 ATTALA RD 2202,KOSCIUSKO,ATTALA,MS,39090,33.087629,-89.565632,NICKEL
VT HALTER MARINE - MPM OPERATIONS,7801 TRINITY DR,ESCATAWPA,JACKSON,MS,39552,30.453472,-88.556194,NICKEL COMPOUNDS
VT HALTER MARINE - MPM OPERATIONS,7801 TRINITY DR,ESCATAWPA,JACKSON,MS,39552,30.453472,-88.556194,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
UTILITY OPTIMIZATION GROUP LLC,6917 STENNIS BLVD,MOSS POINT,JACKSON,MS,39562,30.38292,-88.49501,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
MASTER-BILT PRODUCTS,"908 HWY 15, N",NEW ALBANY,UNION,MS,38652,34.542792,-88.990008,NICKEL COMPOUNDS
NUCOR STEEL JACKSON INC,3630 FOURTH ST,FLOWOOD,RANKIN,MS,392322000,32.312222,-90.138889,POLYCHLORINATED BIPHENYLS
NUCOR STEEL JACKSON INC,3630 FOURTH ST,FLOWOOD,RANKIN,MS,392322000,32.312222,-90.138889,MANGANESE COMPOUNDS
ALUMINUM EXTRUSIONS INC,140 MATTHEWS DR,SENATOBIA,TATE,MS,38668,34.612778,-89.989944,"1,2,4-TRIMETHYLBENZENE"
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,NITRATE COMPOUNDS
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,N-HEXANE
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,METHYL ISOBUTYL KETONE
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,ISOPRENE
AXIALL LLC,20043 HWY 51,GALLMAN,COPIAH,MS,39077,31.924694,-90.395417,NICKEL COMPOUNDS
AXIALL LLC,20043 HWY 51,GALLMAN,COPIAH,MS,39077,31.924694,-90.395417,MANGANESE COMPOUNDS
AXIALL LLC,20043 HWY 51,GALLMAN,COPIAH,MS,39077,31.924694,-90.395417,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
TRUE TEMPER SPORTS INC,HWY 25,AMORY,MONROE,MS,38821,33.973344,-88.485389,NICKEL COMPOUNDS
FIRST CHEMICAL CORP,1001 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,39581,30.355,-88.496111,TOLUENE
FIRST CHEMICAL CORP,1001 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,39581,30.355,-88.496111,"2,4-DINITROPHENOL"
FIRST CHEMICAL CORP,1001 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,39581,30.355,-88.496111,O-TOLUIDINE
FIRST CHEMICAL CORP,1001 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,39581,30.355,-88.496111,NITRIC ACID
KIOR COLUMBUS LLC,600 INDUSTRIAL PARK ACCESS RD,COLUMBUS,LOWNDES,MS,39701,33.471611,-88.436582,"1,2,4-TRIMETHYLBENZENE"
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,N-BUTYL ALCOHOL
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,"1,2,4-TRIMETHYLBENZENE"
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,ETHYLENE GLYCOL
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,ZINC COMPOUNDS
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,XYLENE (MIXED ISOMERS)
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,TOLUENE
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,NITRIC ACID
NISSAN NA INC CANTON MS,300 NISSAN DR,CANTON,MADISON,MS,39046,32.574747,-90.071683,NAPHTHALENE
DUPONT DELISLE PLANT,7685 KILN-DELISLE RD,PASS CHRISTIAN,HARRISON,MS,395710430,30.380556,-89.307778,CARBONYL SULFIDE
WARING OIL CO,431 PORT TERMINAL CIR,VICKSBURG,WARREN,MS,39183,32.38865,-90.88375,XYLENE (MIXED ISOMERS)
HOWARD INDUSTRIES INC,1520 HWY 11 N,ELLISVILLE,JONES,MS,39437,31.56501,-89.2404,MANGANESE COMPOUNDS
GRESHAM PETROLEUM CO,415 PERSHING AVE,INDIANOLA,SUNFLOWER,MS,38751,33.447158,-90.64552,ETHYLBENZENE
GRESHAM PETROLEUM CO,415 PERSHING AVE,INDIANOLA,SUNFLOWER,MS,38751,33.447158,-90.64552,"1,2,4-TRIMETHYLBENZENE"
TAYLOR MACHINE WORKS INC,650 N CHURCH AVE,LOUISVILLE,WINSTON,MS,39339,33.136944,-89.063056,ARSENIC
DOUBLE G COATINGS CO LP,1096 MENDELL DAVIS DR,JACKSON,HINDS,MS,39272,32.166969,-90.260286,LEAD COMPOUNDS
DOUBLE G COATINGS CO LP,1096 MENDELL DAVIS DR,JACKSON,HINDS,MS,39272,32.166969,-90.260286,MANGANESE
NAUTIC STAR LLC,500 WATERWAY DR,AMORY,MONROE,MS,38821,33.996667,-88.499306,METHYL METHACRYLATE
SIMMONS FARM RAISED CATFISH I NC,2628 ERICKSON RD,YAZOO CITY,YAZOO,MS,39194,32.92259,-90.51949,NITRATE COMPOUNDS
VT HALTER MARINE PASCAGOULA OPERATIONS,900 BAYOU CASOTTE PKWY,PASCAGOULA,JACKSON,MS,39581,30.34756,-88.51065,MANGANESE COMPOUNDS
HOLLEY PERFORMANCE PRODUCTS ABERDEEN,704 HWY 25 S,ABERDEEN,MONROE,MS,39730,33.816411,-88.554181,MANGANESE
KINGSFORD MANUFACTURING CO,2387 HWY 72 E,GLEN,ALCORN,MS,38846,34.875417,-88.433944,METHANOL
VT HALTER MARINE PASCAGOULA OPERATIONS,900 BAYOU CASOTTE PKWY,PASCAGOULA,JACKSON,MS,39581,30.34756,-88.51065,COPPER COMPOUNDS
VT HALTER MARINE PASCAGOULA OPERATIONS,900 BAYOU CASOTTE PKWY,PASCAGOULA,JACKSON,MS,39581,30.34756,-88.51065,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
VT HALTER MARINE PASCAGOULA OPERATIONS,900 BAYOU CASOTTE PKWY,PASCAGOULA,JACKSON,MS,39581,30.34756,-88.51065,"1,2,4-TRIMETHYLBENZENE"
USA YEAST CO,457 J.M. TATUM INDUSTRIAL DR,HATTIESBURG,FORREST,MS,39401,31.273056,-89.249444,AMMONIA
R D MORROW SR GENERATING PLANT,304 OLD OKAHOLA SCHOOLHOUSE RD,PURVIS,LAMAR,MS,39475,31.213622,-89.397517,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)"""
R D MORROW SR GENERATING PLANT,304 OLD OKAHOLA SCHOOLHOUSE RD,PURVIS,LAMAR,MS,39475,31.213622,-89.397517,DIOXIN AND DIOXIN-LIKE COMPOUNDS
HANSON PIPE & PRECAST LLC JACKSON NORTHSIDE,2840 W NORTHSIDE DR,JACKSON,HINDS,MS,39213,32.35598,-90.22078,LEAD
BATESVILLE MANUFACTURING INC,310 CROWN RD,BATESVILLE,PANOLA,MS,38606,34.342083,-89.91725,XYLENE (MIXED ISOMERS)
ROLLS-ROYCE NAVAL MARINE INC,3719 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,39581,30.37557,-88.50077,CHROMIUM
C L DEWS & SONS FOUNDRY & MACHINERY CO INC,1600 EDWARDS ST,HATTIESBURG,FORREST,MS,39401,31.304028,-89.284889,CHROMIUM
ARMSTRONG WORLD INDUSTRIES INC,1085 HWY 80 W,JACKSON,HINDS,MS,39204,32.285008,-90.203056,LEAD
DUPONT DELISLE PLANT,7685 KILN-DELISLE RD,PASS CHRISTIAN,HARRISON,MS,395710430,30.380556,-89.307778,COPPER COMPOUNDS
DREXEL CHEMICAL CO,TUNICA INDUSTRIAL PARK PO BOX 1096,TUNICA,TUNICA,MS,38676,34.652222,-90.382472,XYLENE (MIXED ISOMERS)
DREXEL CHEMICAL CO,TUNICA INDUSTRIAL PARK PO BOX 1096,TUNICA,TUNICA,MS,38676,34.652222,-90.382472,SIMAZINE
ODOM INDUSTRIES INC,800 ODOM INDUSTRIES RD,WAYNESBORO,WAYNE,MS,39367,31.6505,-88.642694,PARAQUAT DICHLORIDE
TYSON FARMS INC - CARTHAGE MS PROCESSING PLANT,3865 HWY 35N,CARTHAGE,LEAKE,MS,39051,32.825556,-89.534722,NITRATE COMPOUNDS
GRESHAM PETROLEUM CO,415 PERSHING AVE,INDIANOLA,SUNFLOWER,MS,38751,33.447158,-90.64552,N-HEXANE
FIRST CHEMICAL CORP,1001 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,39581,30.355,-88.496111,2-NITROPHENOL
VT HALTER MARINE PASCAGOULA OPERATIONS,900 BAYOU CASOTTE PKWY,PASCAGOULA,JACKSON,MS,39581,30.34756,-88.51065,NICKEL COMPOUNDS
CROWN BEVERAGE PACKAGING,195 CROWN RD,BATESVILLE,PANOLA,MS,38606,34.343303,-89.923836,MANGANESE COMPOUNDS
CROWN BEVERAGE PACKAGING,195 CROWN RD,BATESVILLE,PANOLA,MS,38606,34.343303,-89.923836,HYDROGEN FLUORIDE
CROWN BEVERAGE PACKAGING,195 CROWN RD,BATESVILLE,PANOLA,MS,38606,34.343303,-89.923836,N-BUTYL ALCOHOL
CROWN BEVERAGE PACKAGING,195 CROWN RD,BATESVILLE,PANOLA,MS,38606,34.343303,-89.923836,LEAD
DREXEL CHEMICAL CO,TUNICA INDUSTRIAL PARK PO BOX 1096,TUNICA,TUNICA,MS,38676,34.652222,-90.382472,ETHYL DIPROPYLTHIOCARBAMATE
DREXEL CHEMICAL CO,TUNICA INDUSTRIAL PARK PO BOX 1096,TUNICA,TUNICA,MS,38676,34.652222,-90.382472,DIURON
PECO FARMS INC,MISSISSIPPI HWY 19 N INDUSTRIAL PARK,PHILADELPHIA,NESHOBA,MS,39350,32.805473,-89.120012,MANGANESE COMPOUNDS
GULF STATES MANUFACTURERS,101 AIRPORT RD,STARKVILLE,OKTIBBEHA,MS,39759,33.44195,-88.844731,NICKEL
DREXEL CHEMICAL CO,TUNICA INDUSTRIAL PARK PO BOX 1096,TUNICA,TUNICA,MS,38676,34.652222,-90.382472,"1,2,4-TRIMETHYLBENZENE"
GULF STATES MANUFACTURERS,101 AIRPORT RD,STARKVILLE,OKTIBBEHA,MS,39759,33.44195,-88.844731,LEAD
GULF STATES MANUFACTURERS,101 AIRPORT RD,STARKVILLE,OKTIBBEHA,MS,39759,33.44195,-88.844731,MANGANESE
DREXEL CHEMICAL CO,TUNICA INDUSTRIAL PARK PO BOX 1096,TUNICA,TUNICA,MS,38676,34.652222,-90.382472,CUMENE
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,HYDROGEN SULFIDE
SCOTT BIODIESEL/GREENVILLE TERMINAL,942 N BROADWAY,GREENVILLE,WASHINGTON,MS,38701,33.39955,-91.067216,BENZENE
SEVERSTAL COLUMBUS LLC,1945 AIRPORT RD,COLUMBUS,LOWNDES,MS,39701,33.445,-88.575278,NICKEL COMPOUNDS
MISSISSIPPI PHOSPHATES CORP,601 HWY 611,PASCAGOULA,JACKSON,MS,395810848,30.348056,-88.494139,LEAD COMPOUNDS
WINCHESTER - OPERATIONS OXFORD MS,411 COUNTY RD 101,OXFORD,LAFAYETTE,MS,38655,34.406028,-89.5205,ARSENIC
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)"""
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,CRESOL (MIXED ISOMERS)
HELMITIN INC,11110 AIRPORT RD,OLIVE BRANCH,DESOTO,MS,386544089,34.977737,-89.79332,DICHLOROMETHANE
KEMIRA CHEMICALS INC,10930 DARRACOTT RD,ABERDEEN,MONROE,MS,39730,33.803361,-88.541139,ACRYLONITRILE
SANDERSON FARMS INC,19148 HWY 51 N,GALLMAN,COPIAH,MS,39077,31.9349,-90.387238,COPPER COMPOUNDS
TRUE TEMPER SPORTS INC,HWY 25,AMORY,MONROE,MS,38821,33.973344,-88.485389,SODIUM NITRITE
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,POLYCYCLIC AROMATIC COMPOUNDS
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,DIOXIN AND DIOXIN-LIKE COMPOUNDS
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,HYDROGEN SULFIDE
STEEL TECHNOLOGIES LLC,576 CHURCH RD,MADISON,MADISON,MS,39110,32.531688,-90.081816,MANGANESE
PRECOAT METALS,1095 MENDELL DAVIS DR,JACKSON,HINDS,MS,39272,32.166686,-90.262797,XYLENE (MIXED ISOMERS)
GULF SHIP LLC,12351 GLASCOCK DR,GULFPORT,HARRISON,MS,39503,30.4298,-89.04365,XYLENE (MIXED ISOMERS)
GULF SHIP LLC,12351 GLASCOCK DR,GULFPORT,HARRISON,MS,39503,30.4298,-89.04365,ETHYLBENZENE
GULF SHIP LLC,12351 GLASCOCK DR,GULFPORT,HARRISON,MS,39503,30.4298,-89.04365,COPPER
SCOTT BIODIESEL/GREENVILLE TERMINAL,942 N BROADWAY,GREENVILLE,WASHINGTON,MS,38701,33.39955,-91.067216,METHANOL
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,BIPHENYL
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,PROPYLENE
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,MOLYBDENUM TRIOXIDE
SEEMANN COMPOSITES INC,12481 GLASCOCK DR,GULFPORT,HARRISON,MS,39503,30.42979,-89.0506,STYRENE
SANDERSON FARMS INC,28163 HWY 28E,HAZLEHURST,COPIAH,MS,39083,31.876111,-90.380556,NITRATE COMPOUNDS
GRESHAM PETROLEUM CO,415 PERSHING AVE,INDIANOLA,SUNFLOWER,MS,38751,33.447158,-90.64552,TOLUENE
GRESHAM PETROLEUM CO,415 PERSHING AVE,INDIANOLA,SUNFLOWER,MS,38751,33.447158,-90.64552,BENZENE
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,FORMALDEHYDE
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,ZINC COMPOUNDS
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,LEAD COMPOUNDS
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,MANGANESE COMPOUNDS
HOLLEY PERFORMANCE PRODUCTS ABERDEEN,704 HWY 25 S,ABERDEEN,MONROE,MS,39730,33.816411,-88.554181,TOLUENE
HOOD INDUSTRIES INC,224 DELTA PINE RD,BEAUMONT,PERRY,MS,39423,31.177694,-88.931167,LEAD COMPOUNDS
HOOD INDUSTRIES INC,224 DELTA PINE RD,BEAUMONT,PERRY,MS,39423,31.177694,-88.931167,DIOXIN AND DIOXIN-LIKE COMPOUNDS
JARDEN CONSUMER SOLUTIONS (DBA SUNBEAM),224 RUSSELL DR,WAYNESBORO,WAYNE,MS,39367,31.65883,-88.63823,COPPER
JARDEN CONSUMER SOLUTIONS (DBA SUNBEAM),224 RUSSELL DR,WAYNESBORO,WAYNE,MS,39367,31.65883,-88.63823,ANTIMONY COMPOUNDS
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,CATECHOL
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,PHENOL
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,METHANOL
GEORGIA-PACIFIC MONTICELLO LL C,SANDIFER HWY 5 MILES N OF MONTICELLO,MONTICELLO,LAWRENCE,MS,39654,31.625853,-90.0839,MERCURY COMPOUNDS
AUTO PARTS MANUFACTURING MISSISSIPPI INC,100 TAB WAY,GUNTOWN,LEE,MS,38849,34.468861,-88.667583,N-BUTYL ALCOHOL
AUTO PARTS MANUFACTURING MISSISSIPPI INC,100 TAB WAY,GUNTOWN,LEE,MS,38849,34.468861,-88.667583,CERTAIN GLYCOL ETHERS
ERGON ASPHALT & EMULSIONS INC - YELLOW CREEK,35 CR 370,IUKA,TISHOMINGO,MS,38852,34.975737,-88.240143,POLYCYCLIC AROMATIC COMPOUNDS
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,M-XYLENE
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,DIOXIN AND DIOXIN-LIKE COMPOUNDS
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,CYCLOHEXANE
CF INDUSTRIES NITROGEN LLC - YAZOO CITY MISSISSIPPI PLANT,4612 HWY 49 E,YAZOO CITY,YAZOO,MS,39194,32.903056,-90.382611,METHANOL
CALGON CARBON CORP PEARL RIVER PLANT,13121 WEBRE RD,BAY SAINT LOUIS,HANCOCK,MS,39520,30.220611,-89.56675,CHLORINE
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,HYDROGEN CYANIDE
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,TOLUENE
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,CARBONYL SULFIDE
HOWSE IMPLEMENTS CO INC,2013 HWY 184E,LAUREL,JONES,MS,39443,31.698914,-89.062242,SELENIUM
THOMAS WOOD PRESERVING INC,1964 MURFF DR,GRENADA,GRENADA,MS,38901,33.686222,-89.749722,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
INTERNATIONAL PAPER - VICKSBURG MILL,3737 HWY 3 N,REDWOOD,WARREN,MS,39156,32.5278,-90.772239,PHENOL
INTERNATIONAL PAPER - VICKSBURG MILL,3737 HWY 3 N,REDWOOD,WARREN,MS,39156,32.5278,-90.772239,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)"""
INTERNATIONAL PAPER - VICKSBURG MILL,3737 HWY 3 N,REDWOOD,WARREN,MS,39156,32.5278,-90.772239,AMMONIA
WATER WAY SOUTH,1601 PAUL EDMONDSON RD,IUKA,TISHOMINGO,MS,38852,34.816556,-88.206472,STYRENE
FIVE STAR MARINE INC,2910 COUNTY RD 501,RIPLEY,TIPPAH,MS,38663,34.771275,-88.921302,STYRENE
AMERICA'S CATCH INC,RT 1 SUNFLOWER RD,ITTA BENA,LEFLORE,MS,38941,33.538333,-90.395833,NAPHTHALENE
THE COOPER TIRE CO,2205 MARTIN LUTHER KING DR,CLARKSDALE,COAHOMA,MS,38614,34.206683,-90.548625,COBALT COMPOUNDS
AMERICA'S CATCH INC,RT 1 SUNFLOWER RD,ITTA BENA,LEFLORE,MS,38941,33.538333,-90.395833,N-HEXANE
MILWAUKEE ELECTRIC TOOL CORP,1003 SYCAMORE ST,GREENWOOD,LEFLORE,MS,38930,33.510068,-90.193076,CHROMIUM
FAIRBANKS SCALES INC,239 69TH AVE,MERIDIAN,LAUDERDALE,MS,39307,32.35884,-88.7492,MANGANESE COMPOUNDS
AXIALL LLC - ABERDEEN,715 HWY 25 S,ABERDEEN,MONROE,MS,39730,33.813889,-88.556114,ANTIMONY COMPOUNDS
AXIALL LLC - ABERDEEN,715 HWY 25 S,ABERDEEN,MONROE,MS,39730,33.813889,-88.556114,CUMENE
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,O-XYLENE
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,MERCURY COMPOUNDS
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,VANADIUM COMPOUNDS
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)"""
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 INDUSTRIAL RD,PASCAGOULA,JACKSON,MS,395813201,30.343733,-88.4938,POLYCYCLIC AROMATIC COMPOUNDS
POLYCHEMIE (PORT BIENVILLE PLANT),PORT BIENVILLE INDUSTRIAL PARK RD D,PEARLINGTON,HANCOCK,MS,39572,30.241011,-89.554881,EPICHLOROHYDRIN
POLYCHEMIE (PORT BIENVILLE PLANT),PORT BIENVILLE INDUSTRIAL PARK RD D,PEARLINGTON,HANCOCK,MS,39572,30.241011,-89.554881,ALLYL CHLORIDE
CALGON CARBON CORP PEARL RIVER PLANT,13121 WEBRE RD,BAY SAINT LOUIS,HANCOCK,MS,39520,30.220611,-89.56675,LEAD COMPOUNDS
CALGON CARBON CORP PEARL RIVER PLANT,13121 WEBRE RD,BAY SAINT LOUIS,HANCOCK,MS,39520,30.220611,-89.56675,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)"""
MILWAUKEE ELECTRIC TOOL CORP,1003 SYCAMORE ST,GREENWOOD,LEFLORE,MS,38930,33.510068,-90.193076,MANGANESE
AMERICA'S CATCH INC,RT 1 SUNFLOWER RD,ITTA BENA,LEFLORE,MS,38941,33.538333,-90.395833,AMMONIA
MILWAUKEE ELECTRIC TOOL CORP,1003 SYCAMORE ST,GREENWOOD,LEFLORE,MS,38930,33.510068,-90.193076,VANADIUM COMPOUNDS
SHUQUALAK LUMBER CO,402 OAK ST,SHUQUALAK,NOXUBEE,MS,39361,32.981056,-88.570306,LEAD COMPOUNDS
SCOTT BIODIESEL/GREENVILLE TERMINAL,942 N BROADWAY,GREENVILLE,WASHINGTON,MS,38701,33.39955,-91.067216,XYLENE (MIXED ISOMERS)
SUPERIOR FISH PRODUCTS INC,11751 HWY 45,MACON,NOXUBEE,MS,39341,33.091389,-88.554722,NITRATE COMPOUNDS
PRECISION PACKAGING INC,2805 METER RD,JACKSON,HINDS,MS,39204,32.266947,-90.206672,MERCURY
TRULITE GLASS & ALUMINUM SOLUTIONS,501 GOVAN ST E,GRENADA,GRENADA,MS,38901,33.770856,-89.801125,BARIUM COMPOUNDS
FLEXIBLE FOAM PRODUCTS INC,1665 S VETERANS BLVD,TUPELO,LEE,MS,38804,34.235944,-88.684556,TOLUENE DIISOCYANATE (MIXED ISOMERS)
COLUMBUS BRICK CO,114 BRICKYARD RD,COLUMBUS,LOWNDES,MS,39705,33.515817,-88.413848,MANGANESE COMPOUNDS
PECO FOODS INC,HWY 21 S,SEBASTOPOL,SCOTT,MS,39359,32.56649,-89.34341,NITRATE COMPOUNDS
PECO FOODS INC,HWY 21 S,SEBASTOPOL,SCOTT,MS,39359,32.56649,-89.34341,PERACETIC ACID
SANDERSON FARMS INC,1111 N FIR AVE,COLLINS,COVINGTON,MS,39428,31.650556,-89.566389,NITRATE COMPOUNDS
